image,line_stat,bill_cycl,serv_type,serv_code,tenure,contract_month,ce_expiry,secured_revenue,bandwidth,term_reas_code,term_reas_desc,complaint_cnt,with_phone_service,Churn,effc_strt_date_year,effc_strt_date_month,effc_strt_date_day,effc_end_date_year,effc_end_date_month,effc_end_date_day
201801,AC,1,BBS,VS100DUN,202,36,13,178,100M,,,0,N,N,2018,6,3,2021,5,3
201801,AC,1,BBS,VS030F6R,35,24,13,1572,30M,,,0,N,N,2019,1,3,2021,2,28
201801,AC,1,BBS,EAXMXMFSRN1,202,24,20,290,10M,,,0,Y,N,2019,1,10,2021,9,30
201801,AC,1,BBS,VS100DUN,72,24,9,218,100M,,,0,Y,N,2018,7,11,2020,6,11
201801,AC,1,BBS,PF100FSR,202,24,-9,430,100M (FTTO),,,0,N,Y,2017,1,5,2019,4,30
201801,AC,1,BBS,VAXMXMFSRN1,80,24,-9,245,10M,,,0,N,Y,2017,1,5,2019,4,30
201801,AC,1,BBS,EAXMXMFM2X,201,24,15,801,10M,,,0,N,N,2019,1,5,2021,4,30
201801,AC,1,BBS,VAXMXMFSRN1,201,24,8,780,10M,,,0,N,N,2018,9,29,2020,9,28
201801,AC,1,BBS,ES100DUN,201,24,1,248,100M,,,0,N,N,2018,1,3,2020,2,29
201801,AC,1,BBS,VS100DUR,201,24,-14,374,100M,,,0,N,Y,2016,12,17,2018,12,16
201801,AC,1,BBS,VS100DUN,13,24,-14,374,100M,,,0,N,Y,2016,12,20,2018,12,19
201801,AC,1,BBS,VS030FSN,200,30,6,308,30M,,,0,N,N,2018,1,31,2020,7,30
201801,AC,1,BBS,ES100FSN,199,24,19,253,100M,,,0,Y,N,2019,9,24,2021,9,23
201801,AC,1,BBS,VS100FSR,199,24,23,1499.68,100M,,,0,N,N,2020,1,22,2022,1,21
201801,AC,1,BBS,VS100FSN,61,24,11,576,100M,,,0,N,N,2019,1,15,2021,1,14
201801,AC,1,BBS,VS100FSR,44,24,4,576,100M,,,0,N,N,2018,4,6,2020,3,6
201801,AC,1,BBS,EA6M6MFM2X,165,24,16,681,BELOW 10M,,,1,N,N,2019,1,6,2021,5,31
201801,AC,1,BBS,VS030DUR,80,24,16,681,30M,,,0,N,N,2019,6,6,2021,5,6
201801,AC,1,BBS,VS030FSN,194,36,7,268,30M,,,0,N,N,2017,1,9,2020,8,31
201801,AC,1,BBS,PF100FSN,53,24,-6,3950,100M (FTTO),,,0,N,Y,2017,8,21,2019,8,20
201801,AC,1,BBS,VAXMXMFSXX,198,36,-22,1356,10M,,,0,N,Y,2015,3,28,2018,3,27
201801,AC,1,BBS,VS030F6N,199,27,-23,1550,30M,,,1,N,Y,2015,12,24,2018,3,23
201801,AC,1,BBS,VS100FSN,198,24,21,390,100M,,,0,N,N,2019,1,11,2021,10,31
201801,AC,1,BBS,VS100DUN,3,24,21,390,100M,,,0,N,N,2019,11,13,2021,12,11
201801,AC,1,BBS,ES100FSR,198,24,14,532,100M,,,0,N,N,2019,3,31,2021,3,30
201801,AC,1,BBS,ES100DUN,9,24,20,532,100M,,,0,N,N,2019,10,26,2021,10,25
201801,AC,1,BBS,ES100FSN,198,28,5,528,100M,,,0,Y,N,2018,3,19,2020,7,18
201801,AC,1,BBS,ES100DUR,90,28,5,528,100M,,,0,Y,N,2018,3,19,2020,7,18
201801,AC,1,BBS,ES100FSN,197,24,14,4719,100M,,,0,N,N,2019,4,26,2021,4,25
201801,AC,1,BBS,VS100DUN,107,24,19,218,100M,,,0,N,N,2019,9,21,2021,9,20
201801,AC,1,BBS,VPXMXMDURN,92,24,3,170,10M,,,0,N,N,2018,5,18,2020,5,17
201801,AC,1,BBS,VS100DUR,195,24,22,100,100M,,,0,N,N,2019,12,20,2021,12,19
201801,AC,1,BBS,VS100FSN,195,24,0,568,100M,,,2,Y,N,2018,12,2,2020,11,2
201801,AC,1,BBS,VS100DUN,23,24,0,568,100M,,,0,Y,N,2018,2,26,2020,2,25
201801,AC,1,BBS,VS100FSR,192,12,8,368,100M,,,0,Y,N,2019,2,10,2020,1,10
201801,AC,1,BBS,VAXMXMFSRN1,192,24,-17,288,10M,,,0,Y,Y,2016,1,9,2018,8,31
201801,AC,1,BBS,VS030FSN,61,24,-13,739,30M,,,0,Y,Y,2016,12,30,2018,12,29
201801,AC,1,BBS,VS030FSN,56,24,-11,739,30M,,,1,Y,Y,2017,3,25,2019,3,24
201801,AC,1,BBS,VPXMXMDURN,36,24,-13,739,10M,,,0,Y,Y,2016,12,30,2018,12,29
201801,AC,1,BBS,VS100DUR,192,24,21,180,100M,,,0,Y,N,2019,10,28,2021,10,27
201801,AC,1,BBS,VS100FSR,47,24,1,319,100M,,,0,N,N,2018,2,27,2020,2,26
201801,AC,1,BBS,VPXMXMDURN,192,24,-24,155,10M,,,0,N,Y,2016,2,20,2018,2,19
201801,AC,1,BBS,VS050FSN,192,24,8,538,50M,,,0,Y,N,2018,10,13,2020,12,10
201801,AC,1,BBS,VS030DUN,16,24,8,538,30M,,,0,Y,N,2018,12,10,2020,11,10
201801,AC,1,BBS,VP6M2MDU1X,192,24,-142,528,BELOW 10M,,,0,N,Y,2006,4,20,2008,4,18
201801,AC,1,BBS,VS100F6N,190,24,-7,1800,100M,,,0,N,Y,2017,7,20,2019,7,19
201801,AC,1,BBS,VS030FSR,191,24,17,432,30M,,,0,N,N,2019,6,28,2021,6,27
201801,AC,1,BBS,VS100DUN,6,24,-7,432,100M,,,0,N,Y,2017,7,17,2019,7,16
201801,AC,1,BBS,VS030DUR,191,24,-22,290,30M,,,0,N,Y,2016,1,4,2018,3,31
201801,AC,1,BBS,VAXMXMFSXX,100,37,17,250,10M,,,0,N,N,2018,6,20,2021,7,19
201801,AC,1,BBS,ES100FSN,191,42,10,425,100M,,,0,N,N,2017,6,26,2020,12,25
201801,AC,1,BBS,ES100DUR,190,24,19,260,100M,,,0,Y,N,2019,1,9,2021,8,31
201801,AC,1,BBS,VAXMXMFSXX,190,24,9,348,10M,,,0,N,N,2018,10,11,2020,9,11
201801,AC,1,BBS,ES100FSR,190,24,0,354,100M,,,0,Y,N,2018,2,26,2020,2,25
201801,AC,1,BBS,VS100FSN,189,24,23,374,100M,,,0,N,N,2019,12,28,2021,12,27
201801,AC,1,BBS,VS100DUN,3,24,9,199,100M,,,0,N,N,2018,6,11,2020,5,11
201801,AC,1,BBS,PF100FSR,190,24,3,348,100M (FTTO),,,0,Y,N,2018,4,30,2020,4,29
201801,AC,1,BBS,EPXMXMDUXX,189,25,18,168,10M,,,0,Y,N,2019,7,24,2021,8,23
201801,AC,1,BBS,EA2M2MFM3X,189,24,-9,531,BELOW 10M,,,0,N,Y,2017,5,23,2019,5,22
201801,AC,1,BBS,VS100DUN,8,24,-9,531,100M,,,0,N,Y,2017,5,23,2019,5,22
201801,AC,1,BBS,VS100DUN,8,24,-9,531,100M,,,0,N,Y,2017,5,23,2019,5,22
201801,AC,1,BBS,VS100FSR,189,24,-8,1500,100M,,,0,N,N,2017,1,6,2019,5,31
201801,AC,1,BBS,VS030DUR,32,24,-8,1500,30M,,,0,N,N,2017,1,6,2019,5,31
201801,AC,1,BBS,VS030DUR,32,24,-8,1500,30M,,,0,N,N,2017,1,6,2019,5,31
201801,AC,1,BBS,VS030FSR,100,24,12,268,30M,,,0,Y,N,2019,11,2,2021,10,2
201801,AC,1,BBS,ES100FSN,189,24,-46,589,100M,,,0,N,Y,2014,1,4,2016,3,31
201801,AC,1,BBS,ES030DUN,92,24,-46,589,30M,,,0,N,Y,2014,1,4,2016,3,31
201801,AC,1,BBS,ES030FSN,189,24,13,1445.9,30M,,,0,Y,N,2019,12,3,2021,11,3
201801,AC,1,BBS,ES030DUN,23,36,-12,1445.9,30M,,,0,Y,Y,2016,2,26,2019,2,25
201801,AC,1,BBS,ES030DUN,23,36,-12,1445.9,30M,,,0,Y,Y,2016,2,26,2019,2,25
201801,AC,1,BBS,ES030DUN,23,36,-12,1445.9,30M,,,0,Y,Y,2016,2,26,2019,2,25
201801,AC,1,BBS,VS100DUN,188,24,9,466,100M,,,0,N,N,2018,1,11,2020,10,31
201801,AC,1,BBS,VS030DUN,87,24,9,466,30M,,,0,N,N,2018,1,11,2020,10,31
201801,AC,1,BBS,ES050FSN,188,24,17,1355,50M,,,0,Y,N,2019,8,7,2021,7,7
201801,AC,1,BBS,ES030F6N,7,24,16,1355,30M,,,0,Y,N,2019,6,22,2021,6,21
201801,AC,1,BBS,ES050FSN,77,24,17,245,50M,,,0,Y,N,2019,6,7,2021,5,7
201801,AC,1,BBS,VS030FSR,188,24,10,251,30M,,,0,N,N,2018,12,19,2020,12,18
201801,AC,1,BBS,VPXMXMDURN,188,24,0,100,10M,,,0,N,N,2018,1,2,2020,1,31
201801,AC,1,BBS,VS100FSR,188,24,4,668,100M,,,0,N,N,2018,6,17,2020,6,16
201801,AC,1,BBS,VS030DUR,81,24,-9,188,30M,,,0,N,Y,2017,3,5,2019,2,5
201801,AC,1,BBS,VA3M3MFSRN,188,24,-141,868,BELOW 10M,,,0,N,N,2006,5,15,2008,5,14
201801,AC,1,BBS,VAXMXMFSXX,57,24,15,242,10M,,,0,Y,N,2019,4,27,2021,4,26
201801,AC,1,BBS,PF100F6R,36,36,21,2400,100M (FTTO),,,0,N,N,2018,11,21,2021,11,20
201801,AC,1,BBS,PF100FSR,36,36,21,420,100M (FTTO),,,0,N,N,2018,11,21,2021,11,20
201801,AC,1,BBS,VS030DUR,188,24,22,178,30M,,,0,N,N,2019,12,12,2021,11,12
201801,IS,1,BBS,EAXMXMFSXX,188,24,-89,530,10M,,,0,N,N,2010,9,24,2012,9,23
201801,IS,1,BBS,EPXMXMDUXX,88,24,-88,530,10M,,,0,N,N,2010,8,10,2012,7,10
201801,AC,1,BBS,VS100DUR,188,24,14,260,100M,,,0,Y,N,2019,5,4,2021,4,4
201801,AC,1,BBS,VS100DUN,10,24,14,260,100M,,,0,Y,N,2019,5,4,2021,4,4
201801,AC,1,BBS,PF100FSN,187,39,15,288,100M (FTTO),,,0,N,N,2018,1,29,2021,4,28
201801,AC,1,BBS,VS100DUR,187,24,22,140,100M,,,0,N,N,2019,1,12,2021,11,30
201801,AC,1,BBS,VAXMXMFSXX,137,24,10,600,10M,,,0,Y,N,2018,1,12,2020,11,30
201801,AC,1,BBS,EAXMXMFMRN,187,24,4,785,10M,,,0,N,N,2018,1,6,2020,5,31
201801,AC,1,BBS,VS030DUR,187,41,21,148,30M,,,0,Y,N,2018,1,6,2021,10,31
201801,AC,1,BBS,VS030DUN,186,24,14,260,30M,,,0,Y,N,2019,4,17,2021,4,16
201801,AC,1,BBS,VS100FSN,187,24,-7,354,100M,,,0,Y,Y,2017,1,7,2019,6,30
201801,AC,1,BBS,PF100DUR,90,24,6,198,100M (FTTO),,,0,Y,N,2018,8,20,2020,8,19
201801,AC,1,BBS,VA2M2MFMRN,186,24,1,708,BELOW 10M,,,0,N,N,2018,3,26,2020,3,25
201801,AC,1,BBS,VS030DUR,113,24,1,708,30M,,,0,N,N,2018,3,26,2020,3,25
201801,AC,1,BBS,VS030DUR,187,24,17,190,30M,,,0,Y,N,2019,3,7,2021,2,7
201801,AC,1,BBS,ES100DUR,186,24,16,258,100M,,,1,Y,N,2019,1,6,2021,5,31
201801,AC,1,BBS,ES100DUN,8,24,16,258,100M,,,0,Y,N,2019,1,6,2021,5,31
201801,AC,1,BBS,VS100DUN,186,24,7,172,100M,,,0,Y,N,2018,8,30,2020,8,29
201801,AC,1,BBS,PF100DUR,83,24,12,222,100M (FTTO),,,0,Y,N,2019,2,15,2021,2,14
201801,AC,1,BBS,VS030DUR,186,24,20,208,30M,,,0,Y,N,2019,10,23,2021,10,22
201801,AC,1,BBS,VS100DUR,186,24,23,254,100M,,,0,N,N,2019,12,28,2021,12,27
201801,AC,1,BBS,VS100DUN,186,24,7,186,100M,,,0,Y,N,2018,8,28,2020,8,27
201801,AC,1,BBS,VAXMXMFSRN1,186,12,-21,242,10M,,,0,N,Y,2017,4,30,2018,4,29
201801,AC,1,BBS,VS100DUR,186,24,20,356,100M,,,0,Y,N,2019,1,10,2021,9,30
201801,AC,1,BBS,EPXMXMDUXX,186,24,21,170,10M,,,0,N,N,2019,10,31,2021,10,30
201801,AC,1,BBS,VS100DUN,186,24,6,356,100M,,,1,Y,N,2018,8,20,2020,8,19
201801,AC,1,BBS,VS030DUSA,5,12,6,356,30M,,,0,Y,N,2019,8,16,2020,8,15
201801,CN,1,BBS,VS030FSN,185,10,-175,720,30M,REV,Relocate to non-coverage(w/prof),0,N,Y,2004,1,9,2005,6,30
201801,CN,1,BBS,VS030DUN,58,26,-34,720,30M,REV,Relocate to non-coverage(w/prof),0,N,Y,2015,4,2,2017,3,4
201801,AC,1,BBS,VA2M2MFMRN,186,24,10,769,BELOW 10M,,,0,Y,N,2018,1,12,2020,11,30
201801,AC,1,BBS,VAXMXMFSRN1,86,24,10,769,10M,,,0,Y,N,2018,1,12,2020,11,30
201801,AC,1,BBS,VS100FSN,186,24,10,520,100M,,,0,Y,N,2018,1,12,2020,11,30
201801,AC,1,BBS,VS100DUN,26,24,9,520,100M,,,0,Y,N,2018,11,26,2020,11,25
201801,AC,1,BBS,VS030DUR,186,24,-3,138,30M,,,0,N,Y,2017,11,22,2019,11,21
201801,AC,1,BBS,ES100DUN,186,24,7,326,100M,,,0,Y,N,2018,1,9,2020,8,31
201801,AC,1,BBS,VS100DUSA,108,24,7,326,100M,,,0,Y,N,2018,1,9,2020,8,31
201801,AC,1,BBS,PF300FSN,185,33,6,438,300M (FTTO),,,0,Y,N,2017,11,13,2020,12,8
201801,AC,1,BBS,PF100DUN,3,24,21,438,100M (FTTO),,,0,Y,N,2019,11,13,2021,12,11
201801,AC,1,BBS,VS100FSR,183,12,4,328,100M,,,0,N,N,2019,9,6,2020,8,6
201801,AC,1,BBS,VPXMXMDURN,186,24,15,185,10M,,,0,Y,N,2019,4,30,2021,4,29
201801,AC,1,BBS,VS030FSR,185,24,14,350,30M,,,3,N,N,2019,4,15,2021,4,14
201801,AC,1,BBS,PF100DUR,185,24,-16,188,100M (FTTO),,,0,N,Y,2016,1,10,2018,9,30
201801,AC,1,BBS,VS100FSN,186,24,-113,478,100M,,,0,Y,Y,2008,8,29,2010,8,28
201801,AC,1,BBS,VS100DUN,6,24,-18,478,100M,,,0,Y,Y,2017,7,26,2019,7,25
201801,AC,1,BBS,PF100FSN,185,24,20,820,100M (FTTO),,,1,N,N,2019,10,16,2021,10,15
201801,AC,1,BBS,PF100FSN,122,24,20,820,100M (FTTO),,,0,N,N,2019,10,16,2021,10,15
201801,AC,1,BBS,PF1000DUN,3,24,21,820,1000M (FTTO),,,0,N,N,2019,2,11,2021,1,11
201801,AC,1,BBS,VAXMXMFM2X,185,24,22,1700,10M,,,0,Y,N,2019,12,21,2021,12,20
201801,AC,1,BBS,VS030DUN,184,24,11,180,30M,,,0,N,N,2019,9,1,2021,8,1
201801,AC,1,BBS,ES100FSN,185,24,1,488,100M,,,0,Y,N,2018,2,27,2020,2,26
201801,AC,1,BBS,EAXMXMFSRN1,185,24,9,228,10M,,,0,N,N,2018,10,29,2020,10,28
201801,AC,1,BBS,VAXMXMFMRN,12,24,20,2400,10M,,,0,N,N,2019,12,10,2021,11,10
201801,AC,1,BBS,VS030FSN,185,25,13,247,30M,,,0,Y,N,2019,1,2,2021,2,28
201801,AC,1,BBS,VPXMXMDURN,185,24,-24,248,10M,,,0,N,Y,2016,2,23,2018,2,22
201801,AC,1,BBS,PF100DUN,10,24,13,248,100M (FTTO),,,0,N,N,2019,3,22,2021,3,21
201801,AC,1,BBS,VPXMXMDURN,185,24,10,326,10M,,,0,Y,N,2018,6,12,2020,5,12
201801,AC,1,BBS,VPXMXMDUXX,59,24,10,326,10M,,,0,Y,N,2018,6,12,2020,5,12
201801,AC,1,BBS,EPXMXMDURN,185,24,7,163,10M,,,0,Y,N,2018,10,9,2020,9,9
201801,AC,1,BBS,VS050DUN,185,24,15,260,50M,,,0,Y,N,2019,5,25,2021,5,24
201801,AC,1,BBS,VPXMXMDURN,184,24,13,170,10M,,,1,N,N,2019,3,21,2021,3,20
201801,AC,1,BBS,VS100FSN,185,24,13,408,100M,,,2,N,N,2019,3,15,2021,3,14
201801,AC,1,BBS,VS100FSN,185,24,15,650,100M,,,0,N,N,2019,5,22,2021,5,21
201801,AC,1,BBS,EAXMXMFM2X,185,36,4,2680,10M,,,1,N,N,2017,6,26,2020,6,25
201801,AC,1,BBS,EAXMXMFSXX,100,36,4,2680,10M,,,0,N,N,2017,6,26,2020,6,25
201801,AC,1,BBS,VS100F6R,31,36,4,2680,100M,,,0,N,N,2017,6,26,2020,6,25
201801,AC,1,BBS,VS100DUN,184,24,14,140,100M,,,0,N,N,2019,1,4,2021,3,31
201801,AC,1,BBS,ES030DUR,188,24,10,218,30M,,,0,Y,N,2018,12,16,2020,12,15
201801,AC,1,BBS,VS030DUN,185,40,-13,188,30M,,,0,N,Y,2015,9,14,2019,1,13
201801,AC,1,BBS,ES100FSR,185,24,20,380,100M,,,0,N,N,2019,9,29,2021,9,28
201801,AC,1,BBS,VS100DUN,3,24,20,380,100M,,,0,N,N,2019,9,29,2021,9,28
201801,AC,1,BBS,VAXMXMFSXX,185,24,20,793,10M,,,1,N,N,2019,1,10,2021,9,30
201801,AC,1,BBS,VPXMXMDURN,73,24,20,793,10M,,,0,N,N,2019,1,10,2021,9,30
201801,AC,1,BBS,PF100DUN,50,24,20,793,100M (FTTO),,,0,N,N,2019,1,10,2021,9,30
201801,AC,1,BBS,PF100DUN,185,24,2,602,100M (FTTO),,,1,Y,N,2018,3,31,2020,3,30
201801,AC,1,BBS,PF100DUN,118,24,2,602,100M (FTTO),,,0,Y,N,2018,3,31,2020,3,30
201801,AC,1,BBS,VS100DUR,184,24,-20,178,100M,,,0,N,Y,2016,6,23,2018,6,22
201801,AC,1,BBS,VAXMXMFSRN1,185,24,6,280,10M,,,0,Y,N,2018,8,15,2020,8,14
201801,AC,1,BBS,ES030DUN,185,24,-21,170,30M,,,0,N,Y,2016,4,28,2018,4,27
201801,AC,1,BBS,VS100DUR,37,25,11,254,100M,,,0,N,N,2018,1,12,2020,12,31
201801,AC,1,BBS,VS100DUR,185,24,-10,318,100M,,,2,N,Y,2017,4,21,2019,4,20
201801,AC,1,BBS,VAXMXMFSRN1,184,24,6,288,10M,,,0,Y,N,2018,1,8,2020,7,31
201801,AC,1,BBS,VS030DUR,185,24,4,198,30M,,,0,N,N,2018,5,6,2020,4,6
201801,AC,1,BBS,VS100DUR,183,24,22,420,100M,,,0,Y,N,2019,1,12,2021,11,30
201801,AC,1,BBS,VS100DUN,2,24,22,420,100M,,,0,Y,N,2019,1,12,2021,11,30
201801,AC,1,BBS,ES030DUR,185,24,4,258,30M,,,0,Y,N,2018,6,16,2020,6,15
201801,AC,1,BBS,VS100DUN,19,24,5,258,100M,,,0,Y,N,2018,6,29,2020,6,28
201801,AC,1,BBS,VA6M6MFMRN,185,24,-13,955,BELOW 10M,,,0,N,Y,2017,1,1,2018,12,31
201801,AC,1,BBS,ES100DUN,14,24,-14,955,100M,,,0,N,Y,2016,11,28,2018,11,27
201801,AC,1,BBS,ES100DUN,14,24,-14,955,100M,,,0,N,Y,2016,11,28,2018,11,27
201801,AC,1,BBS,VS100DUR,185,24,-22,198,100M,,,0,N,Y,2016,4,15,2018,4,14
201801,AC,1,BBS,VS030DUR,185,24,16,290,30M,,,0,N,N,2019,1,6,2021,5,31
201801,AC,1,BBS,VS100DUN,7,24,16,290,100M,,,0,N,N,2019,1,6,2021,5,31
201801,AC,1,BBS,VS030DUN,184,18,18,283,30M,,,0,Y,N,2020,2,2,2021,1,8
201801,AC,1,BBS,VS100DUR,184,24,5,180,100M,,,0,N,N,2018,7,25,2020,7,24
201801,AC,1,BBS,PS01R1,185,24,17,175,BELOW 10M,,,0,N,N,2019,6,28,2021,6,27
201801,AC,1,BBS,ES100FSN,184,24,-9,490,100M,,,1,N,Y,2017,1,5,2019,4,30
201801,AC,1,BBS,VPXMXMDUXX,121,24,-9,490,10M,,,0,N,Y,2017,1,5,2019,4,30
201801,IS,1,BBS,VP2M2MDU2X,184,24,-92,190,BELOW 10M,,,0,N,N,2010,6,22,2012,6,21
201801,AC,1,BBS,VA6M6MFMRN,184,38,24,858,BELOW 10M,,,0,N,N,2018,12,18,2022,2,17
201801,AC,1,BBS,VAXMXMFMRN,184,12,-13,4025.13,10M,,,0,Y,Y,2018,11,1,2019,10,1
201801,AC,1,BBS,PF100DUR,183,24,14,178,100M (FTTO),,,0,Y,N,2019,10,4,2021,9,4
201801,AC,1,BBS,VS100FSN,185,33,1,368.2,100M,,,0,Y,N,2017,9,6,2020,8,3
201801,AC,1,BBS,VS030F6N,64,24,-16,1300,30M,,,0,N,Y,2016,10,15,2018,10,14
201801,AC,1,BBS,PF100DUN,184,24,20,202,100M (FTTO),,,0,N,N,2019,10,18,2021,10,17
201801,AC,1,BBS,VS100DUN,7,24,-7,102,100M,,,0,N,Y,2017,10,7,2019,9,7
201801,AC,1,BBS,ES100FSN,184,24,10,734,100M,,,1,N,N,2018,9,12,2020,8,12
201801,AC,1,BBS,EPXMXMDUXX,184,24,15,136,10M,,,0,N,N,2019,1,5,2021,4,30
201801,AC,1,BBS,VS100DUN,184,24,2,218,100M,,,0,Y,N,2018,4,23,2020,4,22
201801,AC,1,BBS,VS100DUN,184,24,5,172,100M,,,0,Y,N,2018,7,20,2020,7,19
201801,AC,1,BBS,VS030FSN,93,30,-20,348,30M,,,0,N,Y,2015,1,12,2018,5,31
201801,AC,1,BBS,VPXMXMDURN,48,24,-24,122,10M,,,0,N,Y,2016,2,15,2018,2,14
201801,AC,1,BBS,PF100DUR,184,24,2,210,100M (FTTO),,,0,Y,N,2018,4,22,2020,4,21
201801,AC,1,BBS,VAXMXMFSRN1,80,24,16,252,10M,,,0,Y,N,2019,1,6,2021,5,31
201801,AC,1,BBS,PF1000FSN,14,24,9,1600,1000M (FTTO),,,0,Y,N,2018,1,11,2020,10,31
201801,AC,1,BBS,VS100DUR,184,24,12,160,100M,,,0,N,N,2019,2,18,2021,2,17
201801,AC,1,BBS,PF100FSR,184,12,1,478,100M (FTTO),,,0,Y,N,2019,2,27,2020,2,26
201801,AC,1,BBS,VS030DUN,184,24,11,223,30M,,,0,Y,N,2019,1,19,2021,1,18
201801,AC,1,BBS,VAXMXMFSRN1,136,28,7,290,10M,,,1,N,N,2018,3,5,2020,2,9
201801,AC,1,BBS,VS100DUR,184,24,1,178,100M,,,0,N,N,2018,1,3,2020,2,29
201801,AC,1,BBS,EPXMXMDUXX,184,24,8,163,10M,,,0,Y,N,2018,3,10,2020,2,10
201801,AC,1,BBS,VS030FSN,184,24,5,268,30M,,,0,Y,N,2018,7,25,2020,7,24
201801,AC,1,BBS,VS030DUR,28,24,-4,6000,30M,,,0,N,Y,2017,10,14,2019,10,13
201801,AC,1,BBS,VS030DUR,28,24,-4,6000,30M,,,0,N,Y,2017,10,14,2019,10,13
201801,AC,1,BBS,VS030DUR,28,24,-4,6000,30M,,,0,N,Y,2017,10,14,2019,10,13
201801,AC,1,BBS,VS030DUR,28,24,-4,6000,30M,,,0,N,Y,2017,10,14,2019,10,13
201801,AC,1,BBS,VS030DUR,28,24,-4,6000,30M,,,0,N,Y,2017,10,14,2019,10,13
201801,AC,1,BBS,VS100DUR,183,24,-4,160,100M,,,1,N,Y,2017,10,15,2019,10,14
201801,AC,1,BBS,VAXMXMFM2X,184,24,10,1222,10M,,,0,Y,N,2018,12,13,2020,12,12
201801,AC,1,BBS,VS100DUN,23,24,1,1222,100M,,,0,Y,N,2018,3,15,2020,3,14
201801,AC,1,BBS,PF100DUR,184,24,6,178,100M (FTTO),,,0,Y,N,2018,9,8,2020,8,8
201801,AC,1,BBS,VS100FSR,175,24,20,2640,100M,,,0,Y,N,2019,12,10,2021,11,10
201801,AC,1,BBS,VS100F6R,28,24,20,2640,100M,,,0,Y,N,2019,7,10,2021,6,10
201801,AC,1,BBS,EAXMXMFM2X,58,24,14,1300,10M,,,0,Y,N,2019,10,4,2021,9,4
201801,AC,1,BBS,VS100FSN,183,24,5,576,100M,,,0,Y,N,2018,1,7,2020,6,30
201801,AC,1,BBS,VS100FSR,183,24,5,576,100M,,,0,Y,N,2018,1,7,2020,6,30
201801,AC,1,BBS,VS100DUR,184,29,-40,198,100M,,,0,Y,Y,2014,5,24,2016,10,23
201801,AC,1,BBS,VS100FSN,22,24,2,750,100M,,,0,N,N,2018,6,4,2020,5,4
201801,AC,1,BBS,VS030DUR,184,24,14,210,30M,,,1,Y,N,2019,4,22,2021,4,21
201801,AC,1,BBS,VS030DUR,183,24,-19,178,30M,,,0,Y,Y,2016,8,7,2018,7,7
201801,AC,1,BBS,PF1000F6H,3,36,9,1000,1000M (FTTO),,,0,Y,N,2017,3,11,2020,2,11
201801,AC,1,BBS,VS100FSN,184,24,3,358,100M,,,0,N,N,2018,1,5,2020,4,30
201801,AC,1,BBS,VS050F6R,61,24,10,1320,50M,,,0,N,N,2018,12,24,2020,12,23
201801,AC,1,BBS,VS100FSR,183,24,10,288,100M,,,0,N,N,2018,12,16,2020,12,15
201801,AC,1,BBS,VS100DUR,183,24,7,268,100M,,,0,N,N,2018,8,27,2020,8,26
201801,AC,1,BBS,VS100DUN,17,24,6,268,100M,,,0,N,N,2018,8,26,2020,8,25
201801,AC,1,BBS,VS030DUN,177,24,15,178,30M,,,0,Y,N,2019,5,26,2021,5,25
201801,AC,1,BBS,VS030DUR,183,24,15,179,30M,,,0,Y,N,2019,4,30,2021,4,29
201801,AC,1,BBS,VS100FSN,184,24,2,385,100M,,,0,Y,N,2018,3,28,2020,3,27
201801,AC,1,BBS,VS100DUR,28,24,-28,490,100M,,,0,N,Y,2015,12,10,2017,11,10
201801,AC,1,BBS,VS100DUR,28,24,-28,490,100M,,,0,N,Y,2015,12,10,2017,11,10
201801,AC,1,BBS,EPXMXMDUXX,184,24,-14,135,10M,,,0,N,Y,2016,1,12,2018,11,30
201801,AC,1,BBS,VAXMXMFMRN,183,24,7,1100,10M,,,0,N,N,2018,1,9,2020,8,31
201801,AC,1,BBS,PF100DUN,183,25,13,301,100M (FTTO),,,0,N,N,2019,11,2,2021,10,3
201801,AC,1,BBS,VS050DUN,183,24,10,179,50M,,,0,N,N,2018,12,20,2020,12,19
201801,AC,1,BBS,PF100DUR,183,24,7,320,100M (FTTO),,,0,N,N,2018,9,15,2020,9,14
201801,AC,1,BBS,VS100DUR,183,24,11,178,100M,,,0,N,N,2019,1,23,2021,1,22
201801,AC,1,BBS,VS030DUSPR,183,24,6,178,30M,,,0,Y,N,2018,8,8,2020,7,8
201801,AC,1,BBS,VS100DUN,183,24,4,250,100M,,,0,N,N,2018,1,6,2020,5,31
201801,AC,1,BBS,VS030DUN,183,24,12,188,30M,,,0,Y,N,2019,2,21,2021,2,20
201801,AC,1,BBS,VAXMXMFSRN1,183,12,1,387,10M,,,0,N,N,2019,11,3,2020,10,3
201801,AC,1,BBS,VS100FSR,183,24,8,383,100M,,,0,N,N,2018,9,30,2020,9,29
201801,AC,1,BBS,ES100DUN,183,24,18,190,100M,,,0,Y,N,2019,7,30,2021,7,29
201801,AC,1,BBS,VS100FSN,182,36,21,423,100M,,,0,Y,N,2018,12,11,2021,11,11
201801,AC,1,BBS,VS100DUR,24,36,21,423,100M,,,0,Y,N,2018,12,11,2021,11,11
201801,AC,1,BBS,VS030DUN,181,24,8,248,30M,,,0,N,N,2018,10,24,2020,10,23
201801,AC,1,BBS,VS100DUN,182,25,11,188,100M,,,0,N,N,2018,10,12,2021,9,1
201801,AC,1,BBS,VS100DUR,183,24,19,248,100M,,,0,Y,N,2019,9,24,2021,9,23
